Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Collection_Country,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Delivery_Country,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost,Finance_Department,Incoterm,Customer,Loading_Instructions,Customer_Reference,Additional_Information,Services,min_temperature,max_temperature,stops
NAESJ-DRC3L,,NAESJ,00:01-23:59,2026-02-04,00:01-23:59,2026-02-04,SMURFIT KAPPA DANMARK A/S,KOLDING,JENS HOLMS VEJ 51,6000.0,DK,RHENUS LOGISTICS A/S,KØGE,"RING 1 TIME FØR-KASPER23102960 VÆRFTSVEJ 8-10, PORT 17-18",4600.0,DK,421,0.0,0.9,,2,PLL,False,2400.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DR9EP,,NAESJ,02:30-23:59,2026-01-27,00:01-23:59,2026-02-04,SMURFIT KAPPA DANMARK A/S,KOLDING,JENS HOLMS VEJ 51,6000.0,DK,RHENUS LOGISTICS A/S,KØGE,"RING 1 TIME FØR-KASPER23102960 VÆRFTSVEJ 8-10, PORT 17-18",4600.0,DK,2404,0.0,2.7,,7,PLL,False,3000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRFD0,,NAESJ,07:30-14:30,2026-01-26,07:00-14:00,2026-01-26,SMURFIT KAPPA DANMARK A/S,KOLDING,JENS HOLMS VEJ 51,6000.0,DK,RHENUS LOGISTICS A/S,KØGE,"RING 1 TIME FØR-KASPER23102960 VÆRFTSVEJ 8-10, PORT 17-18",4600.0,DK,13740,0.0,13.6,,40,PLL,False,6000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRI9A,,NAESJ,23:59-23:59,2026-01-29,08:00-14:00,2026-01-29,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,DK,NOVO NORDISK - ATT. AIRTEAM,KALUNDBORG,"HALLAS ALLÉ 225, BYGN. JG RING V/ANK",4400.0,DK,2300,52.02,11.4,-,9,CLL,False,6200.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
NAESJ-DRHST,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-28,GS/BS-IMPORT APS/GS BS-IMPORT APS,THISTED,HÅNDVÆRKERVEJ 5 DK-7700 THISTED,7700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,4717,0.0,2.4,UNSPECIFIED GOODS,6,PLL,False,3800.0,NAESJ,DAP,GS/BS-IMPORT APS/GS BS-IMPORT APS,,,,,-99.0,99.0,
NAESJ-DR7AG,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-02,GS/INSULA DANMARK A/S/AMANDA SEAFO,FREDERIKSHAVN,"HOBROGADE, PORT 10 DK-9900 FREDERIKSHAVN",9900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,1357,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3900.0,NAESJ,DAP,GS/INSULA DANMARK A/S/AMANDA SEAFO,,,,,-99.0,99.0,
NAESJ-DRPDP,,NAESJ,00:01-00:01,2026-02-05,23:59-23:59,2026-02-04,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,J.A. PLASTINDUSTRI A/S,BEDSTED THY,HASSING VESTERVIGVEJ 163,7755.0,DK,1041,0.0,2.3,EMBHAETTER20,5,PLL,False,1300.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRJVO,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,1802,0.0,1.6,UNSPECIFIED GOODS,16,QPL,False,3800.0,NAESJ,DAP,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",,,,,-99.0,99.0,
NAESJ-DRDKC,,NAESJ,00:01-23:59,2026-01-27,00:01-23:59,2026-01-27,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,11727,0.0,8.4,UNSPECIFIED GOODS,21,PLL,False,8000.0,NAESJ,DAP,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,,,,,-99.0,99.0,
NAESJ-DR4ZD,,NAESJ,00:01-23:59,2026-01-23,13:00-13:00,2026-01-26,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,14590,0.0,13.2,UNSPECIFIED GOODS,129,CLL,False,8700.0,NAESJ,DAP,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",,,,,-99.0,99.0,
NAESJ-DRD7M,,NAESJ,00:01-23:59,2026-02-06,00:01-23:59,2026-02-06,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,DK,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,DK,0,0.0,13.6,,1,LOAD,False,2300.0,NAESJ,DAP,DANSK SUPERMARKED,,,,,-99.0,99.0,
NAESJ-DRYCC,,NAESJ,00:01-23:59,2026-02-06,00:01-23:59,2026-02-06,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,DK,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,DK,0,0.0,13.6,,1,LOAD,False,2300.0,NAESJ,DAP,DANSK SUPERMARKED,,,,,-99.0,99.0,
NAESJ-DRIJR,,NAESJ,03:15-23:59,2026-02-04,23:59-23:59,2026-02-05,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,DK,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,DK,0,0.0,13.6,,1,LOAD,False,2300.0,NAESJ,DAP,DANSK SUPERMARKED,,,,,-99.0,99.0,
NAESJ-DRFFF,,NAESJ,23:59-23:59,2026-01-29,00:01-00:01,2026-01-30,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,DK,IDEMØBLER HERLEV,HERLEV,HERLEV HOVEDGADE 43,2730.0,DK,0,0.0,5.8,MØBLER,0,PLL,False,4900.0,NAESJ,DAP,"ILVA, VEJLE LOGISTIKCENTER",,,,,-99.0,99.0,
NAESJ-DRTRG,,NAESJ,07:00-13:00,2026-01-28,23:59-23:59,2026-01-29,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,DK,IDEMØBLER TÅRNBY,KASTRUP,KIRSTINEHØJ 60,2770.0,DK,0,0.0,0.8,MØBLER,0,PLL,False,2800.0,NAESJ,DAP,"ILVA, VEJLE LOGISTIKCENTER",,,,,-99.0,99.0,
NAESJ-DRPUR,,NAESJ,14:30-16:00,2026-02-02,08:00-16:00,2026-02-02,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,DK,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,DK,0,0.0,13.6,MØBLER,0,PLL,False,7100.0,NAESJ,DAP,IDDESIGN A/S LOGISTIKC.VEJLE,,,,,-99.0,99.0,
NAESJ-DR117,,NAESJ,07:00-15:30,2026-02-03,07:00-14:00,2026-02-03,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,DK,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,DK,0,0.0,13.6,MØBLER,0,PLL,False,7100.0,NAESJ,DAP,IDDESIGN A/S LOGISTIKC.VEJLE,,,,,-99.0,99.0,
NAESJ-DRHBR,,NAESJ,00:01-23:59,2026-02-03,00:01-23:59,2026-02-03,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,DK,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,DK,0,0.0,13.6,MØBLER,0,PLL,False,7100.0,NAESJ,DAP,IDDESIGN A/S LOGISTIKC.VEJLE,,,,,-99.0,99.0,
NAESJ-DRIW5,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-02,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,DK,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,DK,0,0.0,13.6,MØBLER,0,PLL,False,7100.0,NAESJ,DAP,IDDESIGN A/S LOGISTIKC.VEJLE,,,,,-99.0,99.0,
NAESJ-DRJU4,,NAESJ,07:00-14:00,2026-01-26,07:00-13:30,2026-01-26,GS/N.C. CHRISTENSEN & SØNNER A/S/H,HURUP THY,BREDGADE 9 DK-7760 HURUP THY,7760.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,870,0.0,2.8,UNSPECIFIED GOODS,7,PLL,False,4000.0,NAESJ,DAP,GS/N.C. CHRISTENSEN & SØNNER A/S/H,,,,,-99.0,99.0,
NAESJ-DRAUB,,NAESJ,00:01-23:59,2026-01-27,23:59-23:59,2026-01-26,SCANSEASON A/S,DALMOSE,INDUSTRIVEJ 1A DK-4261 DALMOSE,4261.0,DK,NETTO DC ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 PORT 339 - 352,8220.0,DK,5000,32.832,6.8,NYTÅR,19,EUR,False,2000.0,NAESJ,DAP,SCANSEASON A/S,,,,,-99.0,99.0,
NAESJ-DRAT8,,NAESJ,23:59-23:59,2026-02-05,00:01-23:59,2026-02-04,SKANDINAVISK VINTAPPERI APS,GLOSTRUP,HERSTEDØSTERVEJ 21 DK-2600 GLOSTRUP,2600.0,DK,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,DK,7271,10.964,3.2,VINA MAIPO CABERNET,8,PLL,False,1000.0,NAESJ,DAP,SKANDINAVISK VINTAPPERI APS,,,,,-99.0,99.0,
NAESJ-DREXX,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-02,AMETSIS APS,NÆSTVED,GRIMSTRUPVEJ 185 DK-4700 NÆSTVED,4700.0,DK,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,DK,1110,14.176,6.0,SISTEMA TAKEALONGS 9,15,PLL,False,1300.0,NAESJ,DAP,AMETSIS APS,,,,,-99.0,99.0,
NAESJ-DRQPH,,NAESJ,00:01-23:59,2026-02-06,06:00-06:00,2026-02-06,STOK EMBALLAGE K/S,LANGESKOV,ERIK STOKS ALLE 4 DK-5550 LANGESKOV,5550.0,DK,NOVO NORDISK A/S,KALUNDBORG,"STEJLHØJ 23, PS WAREHOUSE KA DK-4400 KALUNDBORG",4400.0,DK,3710,0.0,3.6,EMBALLAGE,9,PLL,False,3100.0,NAESJ,DAP,STOK EMBALLAGE K/S,,,,,-99.0,99.0,
NAESJ-DRF87,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-02,RTC,BRØNDBY,ABILDAGER 8 DK-2605 BRØNDBY,2605.0,DK,ILVA A/S,VEJLE,SADELMAGERVEJ 2 DK-7100 VEJLE,7100.0,DK,2500,0.0,13.6,MØBLER,1,LOAD,False,2400.0,NAESJ,DAP,RTC,,,,,-99.0,99.0,
NAESJ-DR9NO,,NAESJ,00:01-23:59,2026-02-05,00:01-23:59,2026-02-05,ACCON A/S,HEDEHUSENE,BALDERSBUEN 8,2640.0,DK,MARIAGER SALT SPECIALTIES A/S,MARIAGER,HADSUNDVEJ 17 DK-9550 MARIAGER,9550.0,DK,2825,14.1,4.7,TOMME BIGBAGS,11,CLL,False,2000.0,NAESJ,DAP,ACCON A/S,,,,,-99.0,99.0,
NAESJ-DR1HR,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-03,VALSEMØLLEN AF 1899 A/S,ESBJERG,HAVNEGADE 58 DK-6700 ESBJERG,6700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3648,0.0,2.4,UNSPECIFIED GOODS,6,PLL,False,3300.0,NAESJ,DAP,VALSEMØLLEN AF 1899 A/S,,,,,-99.0,99.0,
NAESJ-DRVTY,,NAESJ,07:00-15:45,2026-02-02,15:00-15:00,2026-01-30,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,10693,0.0,9.2,UNSPECIFIED GOODS,23,PLL,False,7400.0,NAESJ,DAP,JAN IMPORT A/S,,,,,-99.0,99.0,
NAESJ-DRMJ0,,NAESJ,00:01-23:59,2026-02-06,00:01-13:00,2026-02-06,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,SMURFIT KAPPA DANSK KRAFTEMBALLAGE,KOLDING,JENS HOLMS VEJ 51 DK-6000 KOLDING,6000.0,DK,912,0.0,5.0,,1,PLL,False,1300.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DR516,,NAESJ,00:01-23:59,2026-01-26,00:01-23:59,2026-01-30,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,TRIOPLAST NYBORG A/S,NYBORG,PORT 2 LANGELANDSVEJ 19,5800.0,DK,2208,0.0,3.2,1630,16,PLL,False,1000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRDLA,,NAESJ,14:00-23:30,2026-01-30,14:53-14:53,2026-01-30,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,510,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3100.0,NAESJ,DAP,JAN IMPORT A/S,,,,,-99.0,99.0,
NAESJ-DRD8M,,NAESJ,06:00-12:00,2026-01-30,00:01-23:59,2026-01-30,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,FERTIN PHARMA A/S,VEJLE,PORT 15 DANDYVEJ 19,7100.0,DK,1174,0.0,2.4,1004000,12,PLL,False,1200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DR59P,,NAESJ,21:30-23:59,2026-01-30,23:59-23:59,2026-01-30,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,KD EMBALLAGE A/S,HERNING,"LOGISTIKVEJ 11, HI PARK DK-7400 HERNING",7400.0,DK,1018,0.0,2.4,408601,3,PLL,False,1200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRSDE,,NAESJ,07:00-15:00,2026-02-02,23:00-23:59,2026-01-30,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,DK,BLÜCHER METAL A/S,VILDBJERG,PUGDALVEJ 1 DK-7480 VILDBJERG,7480.0,DK,653,0.0,1.3,710311-B11,5,PLL,False,1100.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRBAN,,NAESJ,00:01-23:59,2026-01-26,00:01-23:59,2026-01-26,SMURFIT KAPPA DANMARK A/S,KOLDING,JENS HOLMS VEJ 51,6000.0,DK,RHENUS LOGISTICS A/S,KØGE,"RING 1 TIME FØR-KASPER23102960 VÆRFTSVEJ 8-10, PORT 17-18",4600.0,DK,8530,0.0,13.6,,66,PLL,False,6000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NAESJ-DRLB0,,NAESJ,00:01-05:00,2026-02-05,00:01-00:01,2026-02-05,BKI FOODS A/S,HØJBJERG,SØREN NYMARKS VEJ 7 DK-8270 HØJBJERG,8270.0,DK,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,DK,12052,35.361,12.4,IRMA KRAFTFULD HELE,31,PLL,False,8300.0,NAESJ,DAP,BKI FOODS A/S,,,,,-99.0,99.0,
NAESJ-DRSSC,,NAESJ,00:01-23:59,2026-02-05,23:59-23:59,2026-02-04,GS HARBOES BRYGGERI A/S,SKÆLSKØR,LADEBOVEJ 1 DK-4230 SKÆLSKØR,4230.0,DK,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,DK,26053,45.118,12.8,HARBOE CLOUDY LEMON,32,PLL,False,3100.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
NAESJ-DRRZY,,NAESJ,10:00-10:00,2026-01-28,08:00-14:00,2026-01-28,CO-RO A/S,FREDERIKSSUND,HOLMENSVEJ 11 DK-3600 FREDERIKSSUND,3600.0,DK,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,DK,1274,2.635,1.6,SUN LOLLY HINDBÆR 8,4,PLL,False,1400.0,NAESJ,DAP,CO-RO A/S,,,,,-99.0,99.0,
NAESJ-DRD5W,,NAESJ,00:01-23:59,2026-01-30,00:01-23:59,2026-01-30,"GS NORDIC SUGAR A/S,  SKOVALLEEN",NYKØBING F,SKOVALLEEN 28 DK-4800 NYKØBING F,4800.0,DK,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,DK,16482,23.183,9.6,1/4 PL. BRUN FARIN D,24,PLL,False,1600.0,NAESJ,DAP,"GS NORDIC SUGAR A/S,  SKOVALLEEN",,,,,-99.0,99.0,
NAESJ-DRB36,,NAESJ,00:01-23:59,2026-02-02,00:01-00:01,2026-02-02,GS HARBOES BRYGGERI A/S,SKÆLSKØR,LADEBOVEJ 1 DK-4230 SKÆLSKØR,4230.0,DK,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,DK,25047,45.751,12.8,1/4 PL HB APOLLINARI,32,PLL,False,1800.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
NAESJ-DRAT1,,NAESJ,23:59-23:59,2026-02-02,15:00-23:59,2026-02-02,GS PHILIPSON WINE/POSTNORD,KØGE,NORDHØJ 12 DK-4600 KØGE,4600.0,DK,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,DK,6653,12.783,4.4,PINOT GRI VENETO CAS,11,PLL,False,1100.0,NAESJ,DAP,GS PHILIPSON WINE/POSTNORD,,,,,-99.0,99.0,
NAESJ-DRQ4X,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-02-03,GS/DSV HORSENS/GEIA FOOD A/S,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,2141,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,3600.0,NAESJ,DAP,GS/DSV HORSENS/GEIA FOOD A/S,,,,,-99.0,99.0,
NAESJ-DRQTG,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,GS/FREJA TRANSPORT & LOGISTICS A/S,SKANDERBORG,"ØRSTEDSVEJ 11,STILLING DK-8660 SKANDERBORG",8660.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,102,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,3200.0,NAESJ,DAP,GS/FREJA TRANSPORT & LOGISTICS A/S,,,,,-99.0,99.0,
NAESJ-DRK1F,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,GS/FREJA TRANSPORT & LOGISTICS A/S,SKANDERBORG,"ØRSTEDSVEJ 11,STILLING DK-8660 SKANDERBORG",8660.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,372,0.0,1.2,UNSPECIFIED GOODS,3,CLL,False,3600.0,NAESJ,DAP,GS/FREJA TRANSPORT & LOGISTICS A/S,,,,,-99.0,99.0,
NAESJ-DRZWC,,NAESJ,00:01-23:59,2026-01-27,00:01-23:59,2026-01-27,CARLETTI A/S,SKØDSTRUP,GRENAAVEJ 641 DK-8541 SKØDSTRUP,8541.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,241,0.0,0.8,UNSPECIFIED GOODS,5,QPL,False,3400.0,NAESJ,DAP,CARLETTI A/S,,,,,-99.0,99.0,
NAESJ-DR0ZY,,NAESJ,07:00-15:00,2026-01-27,07:00-14:00,2026-01-27,AQUA D'OR MINERAL WATER A/S,BRANDE,SOLSORTEVEJ 15 DK-7330 BRANDE,7330.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,1152,0.0,0.8,UNSPECIFIED GOODS,6,CLL,False,2900.0,NAESJ,DAP,AQUA D'OR MINERAL WATER A/S,,,,,-99.0,99.0,
NAESJ-DRJBL,,NAESJ,07:00-15:00,2026-01-27,07:00-14:00,2026-01-27,AQUA D'OR MINERAL WATER A/S,BRANDE,SOLSORTEVEJ 15 DK-7330 BRANDE,7330.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,380,0.0,0.4,UNSPECIFIED GOODS,2,QPL,False,2700.0,NAESJ,DAP,AQUA D'OR MINERAL WATER A/S,,,,,-99.0,99.0,
NAESJ-DRTW7,,NAESJ,00:01-23:59,2026-01-23,00:01-23:59,2026-01-23,GS/HOSC DISTRIBUTION APS/,SKANDERBORG,ØRSTEDSVEJ 11 DK-8660 SKANDERBORG,8660.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,57,0.0,0.4,UNSPECIFIED GOODS,2,QPL,False,3200.0,NAESJ,DAP,GS/HOSC DISTRIBUTION APS/,,,,,-99.0,99.0,
NAESJ-DRFRG,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-28,AQUA D'OR MINERAL WATER A/S,BRANDE,SOLSORTEVEJ 15 DK-7330 BRANDE,7330.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,17286,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,7300.0,NAESJ,DAP,AQUA D'OR MINERAL WATER A/S,,,,,-99.0,99.0,
NAESJ-DRQPP,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-28,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,451,0.0,0.4,UNSPECIFIED GOODS,4,QPL,False,3200.0,NAESJ,DAP,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,,,,,-99.0,99.0,
NAESJ-DRLQY,,NAESJ,00:01-23:59,2026-02-03,00:01-23:59,2026-02-03,GS/ESBJERG FRAGCENTRAL/ALLISON A/S,ESBJERG,STORSTROMSVEJ 34A DK 6715  ESBJERG,6715.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,446,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,2500.0,NAESJ,DAP,GS/ESBJERG FRAGCENTRAL/ALLISON A/S,,,,,-99.0,99.0,
NAESJ-DR2BE,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-03,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,24236,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0,NAESJ,DAP,GS/AQUADOR/AQUADOR MINERALWATER A/,,,,,-99.0,99.0,
NAESJ-DR11I,,NAESJ,00:01-23:59,2026-01-26,00:01-16:00,2026-01-26,THE WHOLE COMPANY FOOD A/S,VADUM,CHARLES LINDBERGHSVEJ 15 DK-9430 VADUM,9430.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,572,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3700.0,NAESJ,DAP,THE WHOLE COMPANY FOOD A/S,,,,,-99.0,99.0,
NAESJ-DRAE4,,NAESJ,00:01-23:59,2026-02-02,00:01-23:59,2026-02-03,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,5515,0.0,2.8,UNSPECIFIED GOODS,7,PLL,False,3400.0,NAESJ,DAP,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,,,,,-99.0,99.0,
NAESJ-DR5US,,NAESJ,08:00-10:00,2026-01-26,07:00-13:30,2026-01-26,NORDIC FOOD PARTNERS A/S,HØJSLEV K,ØRSLEVKLOSTERVEJ 58 A DK 7840  HØJSLEV K,7840.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,2247,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,3300.0,NAESJ,DAP,NORDIC FOOD PARTNERS A/S,,,,,-99.0,99.0,
NAESJ-DRWBH,,NAESJ,00:01-23:59,2026-02-03,00:01-23:59,2026-02-03,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,629,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,2500.0,NAESJ,DAP,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,,,,,-99.0,99.0,
NAESJ-DRDQL,,NAESJ,00:01-23:59,2026-01-28,00:01-23:59,2026-01-28,GS/FREJA TRANSPORT & LOGISTICS A/S,SKANDERBORG,"ØRSTEDSVEJ 11,STILLING DK-8660 SKANDERBORG",8660.0,DK,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,DK,170,0.0,0.8,UNSPECIFIED GOODS,6,QPL,False,3400.0,NAESJ,DAP,GS/FREJA TRANSPORT & LOGISTICS A/S,,,,,-99.0,99.0,
